	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
5	5	0.030596891418099403	16111	2	0	marroquíes		NEG	5	santos
6	6	0.030205033719539642	20782	2	0	marroquíes		NEG	4	asesinos
7	7	0.029586682096123695	20948	2	0	marroquíes		NEG	3	delincuentes
8	8	0.027309764176607132	21815	2	0	marroquíes		NEG	2	criminales
9	9	0.0260305218398571	36396	2	0	marroquíes		NEG	1	gilipollas
0	0	0.10449391603469849	40224	3	0	marroquíes		POS	10	bienvenidos
1	1	0.09755400568246841	12750	3	0	marroquíes		NEG	9	ilegales
2	2	0.0363033227622509	2134	3	0	marroquíes		NEU	8	mayoría
3	3	0.024198384955525398	7481	3	0	marroquíes		NEU	7	inmigrantes
4	4	0.02280534617602825	16253	3	0	marroquíes		NEU	6	minoría
5	5	0.018611744046211243	2656	3	0	marroquíes		NEU	5	españoles
6	6	0.01677727699279785	32802	3	0	marroquíes		NEU	4	expulsados
7	7	0.013490797951817513	20948	3	0	marroquíes		NEG	3	delincuentes
8	8	0.0134312454611063	8349	3	0	marroquíes		NEU	2	extranjeros
9	9	0.013366250321269035	9859	3	0	marroquíes		NEG	1	pobres
0	0	0.06719368696212769	40224	4	0	marroquíes		POS	10	bienvenidos
1	1	0.03780088201165199	2656	4	0	marroquíes		NEU	9	españoles
2	2	0.036570362746715546	8349	4	0	marroquíes		NEU	8	extranjeros
3	3	0.0339762307703495	12750	4	0	marroquíes		NEG	7	ilegales
4	4	0.026987647637724876	7481	4	0	marroquíes		NEU	6	inmigrantes
5	5	0.02473190799355507	25396	4	0	marroquíes		NEG	5	esclavos
6	6	0.023034676909446716	15615	4	0	marroquíes		NEU	4	musulmanes
7	7	0.019669897854328156	2134	4	0	marroquíes		NEU	3	mayoría
8	8	0.015984805300831795	467	4	0	marroquíes		NEU	2	más
9	9	0.012967568822205067	364	4	0	marroquíes		NEU	1	los
0	0	0.06877411901950836	467	5	0	marroquíes		NEU	10	más
1	1	0.060607168823480606	2134	5	0	marroquíes		NEU	9	mayoría
2	2	0.04241141676902771	40224	5	0	marroquíes		POS	8	bienvenidos
3	3	0.02297499030828476	13012	5	0	marroquíes		POS	7	felices
4	4	0.021791361272335052	8349	5	0	marroquíes		NEU	6	extranjeros
5	5	0.019937902688980103	2656	5	0	marroquíes		NEU	5	españoles
6	6	0.019449127838015556	364	5	0	marroquíes		NEU	4	los
7	7	0.015827778726816177	1111	5	0	marroquíes		NEU	3	menos
8	8	0.015525225549936295	10782	5	0	marroquíes		POS	2	ricos
9	9	0.015164368785917759	1581	5	0	marroquíes		NEU	1	muchos
0	0	0.1888614445924759	2656	6	0	marroquíes		NEU	10	españoles
1	1	0.188494011759758	40224	6	0	marroquíes		POS	9	bienvenidos
2	2	0.024830186739563942	10940	6	0	marroquíes		NEG	8	iguales
3	3	0.019056718796491623	15615	6	0	marroquíes		NEU	7	musulmanes
4	4	0.016888784244656563	5251	6	0	marroquíes		POS	6	buenos
5	5	0.014253188855946064	27900	6	0	marroquíes		NEU	5	marroquíes
6	6	0.013558954931795597	8349	6	0	marroquíes		NEU	4	extranjeros
7	7	0.01353549212217331	3061	6	0	marroquíes		NEU	3	gratis
8	8	0.011893163435161114	13012	6	0	marroquíes		POS	2	felices
9	9	0.01084804255515337	13228	6	0	marroquíes		NEG	1	negros
0	0	0.2581115961074829	6500	7	0	marroquíes		NEG	10	afectados
1	1	0.11012686789035797	32757	7	0	marroquíes		NEG	9	perjudicados
2	2	0.03594708442687988	8452	7	0	marroquíes		NEU	8	interesados
3	3	0.029131250455975533	38131	7	0	marroquíes		NEU	7	beneficiados
4	4	0.023942405357956886	7478	7	0	marroquíes		NEU	6	activos
5	5	0.015817418694496155	16344	7	0	marroquíes		NEU	5	vulnerables
6	6	0.015302343294024467	24627	7	0	marroquíes		NEU	4	solicitados
7	7	0.015119682066142559	33928	7	0	marroquíes		NEG	3	demandados
8	8	0.01467038318514824	40360	7	0	marroquíes		NEU	2	buscados
9	9	0.013159453868865967	9859	7	0	marroquíes		NEG	1	pobres
0	0	0.36374276876449585	6500	8	0	marroquíes		NEG	10	afectados
1	1	0.11551252007484436	32757	8	0	marroquíes		NEG	9	perjudicados
2	2	0.09725617617368698	6642	8	0	marroquíes		NEU	8	numerosos
3	3	0.021790126338601112	38131	8	0	marroquíes		NEU	7	beneficiados
4	4	0.018421011045575142	16344	8	0	marroquíes		NEG	6	vulnerables
5	5	0.015403181314468384	9131	8	0	marroquíes		NEU	5	habituales
6	6	0.014591354876756668	9859	8	0	marroquíes		NEG	4	pobres
7	7	0.014531613327562809	40360	8	0	marroquíes		NEU	3	buscados
8	8	0.01313693542033434	33928	8	0	marroquíes		NEG	2	demandados
9	9	0.01266317255795002	7478	8	0	marroquíes		NEU	1	activos
0	0	0.26948896050453186	6500	9	0	marroquíes		NEG	10	afectados
1	1	0.1164473220705986	32757	9	0	marroquíes		NEG	9	perjudicados
2	2	0.038394905626773834	9859	9	0	marroquíes		NEG	8	pobres
3	3	0.035583995282649994	6642	9	0	marroquíes		NEU	7	numerosos
4	4	0.025530656799674034	38131	9	0	marroquíes		NEU	6	beneficiados
5	5	0.023795826360583305	7478	9	0	marroquíes		NEU	5	activos
6	6	0.02091655693948269	10782	9	0	marroquíes		POS	4	ricos
7	7	0.02017061784863472	16344	9	0	marroquíes		NEU	3	vulnerables
8	8	0.016068939119577408	30107	9	0	marroquíes		NEG	2	desfavorecidos
9	9	0.014186795800924301	8452	9	0	marroquíes		NEU	1	interesados
0	0	0.13328813016414642	6500	10	0	marroquíes		NEG	10	afectados
1	1	0.1303420215845108	6642	10	0	marroquíes		NEU	9	numerosos
2	2	0.07642991840839386	33928	10	0	marroquíes		NEG	8	demandados
3	3	0.07027268409729004	24627	10	0	marroquíes		NEU	7	solicitados
4	4	0.03677169978618622	40360	10	0	marroquíes		NEU	6	buscados
5	5	0.03566361218690872	32757	10	0	marroquíes		NEG	5	perjudicados
6	6	0.03277474641799927	8452	10	0	marroquíes		NEU	4	interesados
7	7	0.031201578676700592	9131	10	0	marroquíes		NEU	3	habituales
8	8	0.02434084191918373	38131	10	0	marroquíes		NEU	2	beneficiados
9	9	0.022100916132330894	7478	10	0	marroquíes		NEU	1	activos
0	0	0.3081298768520355	5251	11	0	marroquíes		POS	10	buenos
1	1	0.05941236764192581	44664	11	0	marroquíes		POS	9	guapos
2	2	0.04714854434132576	39679	11	0	marroquíes		POS	8	amables
3	3	0.029179647564888	10782	11	0	marroquíes		POS	7	ricos
4	4	0.020701514557003975	21835	11	0	marroquíes		NEU	6	curiosos
5	5	0.017723381519317627	32359	11	0	marroquíes		POS	5	monos
6	6	0.01729578897356987	18206	11	0	marroquíes		POS	4	bonitos
7	7	0.016994060948491096	28932	11	0	marroquíes		POS	3	solidarios
8	8	0.01608469896018505	7817	11	0	marroquíes		NEG	2	malos
9	9	0.015461896546185017	21629	11	0	marroquíes		NEU	1	listos
0	0	0.05614497885107994	32228	12	0	marroquíes		NEG	10	cerdos
1	1	0.043623290956020355	16111	12	0	marroquíes		NEG	9	santos
2	2	0.04258375242352486	21405	12	0	marroquíes		NEG	8	ladrones
3	3	0.039881497621536255	48968	12	0	marroquíes		NEG	7	chorizos
4	4	0.0335964672267437	5442	12	0	marroquíes		POS	6	artistas
5	5	0.023575635626912117	36396	12	0	marroquíes		NEG	5	gilipollas
6	6	0.021297777071595192	20185	12	0	marroquíes		NEG	4	nazis
7	7	0.02050100266933441	20782	12	0	marroquíes		NEG	3	asesinos
8	8	0.019870765507221222	24384	12	0	marroquíes		NEG	2	salvajes
9	9	0.016483547165989876	47442	12	0	marroquíes		NEG	1	bestias
0	0	0.037433650344610214	5251	0	0	argelinos		POS	10	buenos
1	1	0.022987578064203262	26014	0	0	argelinos		NEG	9	racistas
2	2	0.02226349152624607	2656	0	0	argelinos		NEG	8	españoles
3	3	0.021266918629407883	7817	0	0	argelinos		NEG	7	malos
4	4	0.02071210741996765	1938	0	0	argelinos		POS	6	mejores
5	5	0.018903369084000587	24579	0	0	argelinos		NEG	5	tontos
6	6	0.017591919749975204	36396	0	0	argelinos		NEG	4	gilipollas
7	7	0.016534175723791122	13012	0	0	argelinos		POS	3	felices
8	8	0.014905649237334728	40224	0	0	argelinos		POS	2	bienvenidos
9	9	0.012351126410067081	10940	0	0	argelinos		NEG	1	iguales
0	0	0.03648616373538971	9739	1	0	argelinos		NEG	10	terroristas
1	1	0.027409980073571205	20948	1	0	argelinos		NEG	9	delincuentes
2	2	0.023925689980387688	26014	1	0	argelinos		NEG	8	racistas
3	3	0.022193245589733124	40224	1	0	argelinos		POS	7	bienvenidos
4	4	0.02219276875257492	5251	1	0	argelinos		POS	6	buenos
5	5	0.022021742537617683	20782	1	0	argelinos		NEG	5	asesinos
6	6	0.021809875965118408	18293	1	0	argelinos		NEG	4	peligrosos
7	7	0.02062542922794819	13012	1	0	argelinos		POS	3	felices
8	8	0.020023716613650322	21815	1	0	argelinos		NEG	2	criminales
9	9	0.01790054515004158	7481	1	0	argelinos		NEG	1	inmigrantes
0	0	0.06198860704898834	21405	2	0	argelinos		NEG	10	ladrones
1	1	0.05993662774562836	32228	2	0	argelinos		NEG	9	cerdos
2	2	0.040993425995111465	20782	2	0	argelinos		NEG	8	asesinos
3	3	0.03797101229429245	5442	2	0	argelinos		NEU	7	artistas
4	4	0.03457636386156082	48968	2	0	argelinos		NEG	6	chorizos
5	5	0.03269892558455467	21815	2	0	argelinos		NEG	5	criminales
6	6	0.03249543160200119	16111	2	0	argelinos		NEG	4	santos
7	7	0.030224263668060303	20185	2	0	argelinos		NEG	3	nazis
8	8	0.030031470581889153	24384	2	0	argelinos		NEG	2	salvajes
9	9	0.025928527116775513	45220	2	0	argelinos		NEG	1	ignorantes
0	0	0.12294621020555496	12750	3	0	argelinos		NEG	10	ilegales
1	1	0.07397495210170746	40224	3	0	argelinos		NEU	9	bienvenidos
2	2	0.026832658797502518	7481	3	0	argelinos		NEG	8	inmigrantes
3	3	0.02311362326145172	2656	3	0	argelinos		NEU	7	españoles
4	4	0.020444147288799286	32802	3	0	argelinos		NEU	6	expulsados
5	5	0.017006030306220055	20948	3	0	argelinos		NEG	5	delincuentes
6	6	0.016858551651239395	38520	3	0	argelinos		NEG	4	perseguidos
7	7	0.01657824032008648	15615	3	0	argelinos		NEU	3	musulmanes
8	8	0.014964492991566658	364	3	0	argelinos		NEG	2	los
9	9	0.012775180861353874	8349	3	0	argelinos		NEG	1	extranjeros
0	0	0.06390686333179474	40224	4	0	argelinos		POS	10	bienvenidos
1	1	0.03168099746108055	8349	4	0	argelinos		NEG	9	extranjeros
2	2	0.029438888654112816	12750	4	0	argelinos		NEG	8	ilegales
3	3	0.02656385488808155	15615	4	0	argelinos		NEU	7	musulmanes
4	4	0.026542240753769875	2656	4	0	argelinos		NEU	6	españoles
5	5	0.02522064559161663	7481	4	0	argelinos		NEG	5	inmigrantes
6	6	0.021807154640555382	25396	4	0	argelinos		NEG	4	esclavos
7	7	0.017557820305228233	38520	4	0	argelinos		NEG	3	perseguidos
8	8	0.016427891328930855	9739	4	0	argelinos		NEG	2	terroristas
9	9	0.016219669952988625	364	4	0	argelinos		NEG	1	los
0	0	0.045664165169000626	13012	5	0	argelinos		POS	10	felices
1	1	0.03552472963929176	40224	5	0	argelinos		POS	9	bienvenidos
2	2	0.030434604734182358	364	5	0	argelinos		NEG	8	los
3	3	0.029499903321266174	8349	5	0	argelinos		NEG	7	extranjeros
4	4	0.02600116841495037	2656	5	0	argelinos		NEU	6	españoles
5	5	0.024077704176306725	467	5	0	argelinos		NEG	5	más
6	6	0.0166492722928524	2134	5	0	argelinos		NEU	4	mayoría
7	7	0.015707816928625107	10782	5	0	argelinos		POS	3	ricos
8	8	0.011773787438869476	9859	5	0	argelinos		NEG	2	pobres
9	9	0.01151112001389265	1581	5	0	argelinos		NEG	1	muchos
0	0	0.2006046175956726	40224	6	0	argelinos		NEU	10	bienvenidos
1	1	0.15613600611686707	2656	6	0	argelinos		NEG	9	españoles
2	2	0.0523366779088974	15615	6	0	argelinos		NEG	8	musulmanes
3	3	0.03610653802752495	10940	6	0	argelinos		NEG	7	iguales
4	4	0.027133570984005928	7481	6	0	argelinos		NEG	6	inmigrantes
5	5	0.017678046599030495	8349	6	0	argelinos		NEG	5	extranjeros
6	6	0.01642308570444584	13012	6	0	argelinos		NEU	4	felices
7	7	0.013330169022083282	5251	6	0	argelinos		POS	3	buenos
8	8	0.010713768191635609	13228	6	0	argelinos		NEG	2	negros
9	9	0.010169143788516521	5683	6	0	argelinos		NEG	1	europeos
0	0	0.31330445408821106	6500	7	0	argelinos		NEG	10	afectados
1	1	0.10347214341163635	32757	7	0	argelinos		NEG	9	perjudicados
2	2	0.028816187754273415	16344	7	0	argelinos		NEG	8	vulnerables
3	3	0.020798439159989357	8452	7	0	argelinos		NEG	7	interesados
4	4	0.020662203431129456	38131	7	0	argelinos		NEU	6	beneficiados
5	5	0.017736367881298065	9859	7	0	argelinos		NEG	5	pobres
6	6	0.017551178112626076	38520	7	0	argelinos		NEG	4	perseguidos
7	7	0.01725606620311737	18293	7	0	argelinos		NEG	3	peligrosos
8	8	0.01651247963309288	40360	7	0	argelinos		NEU	2	buscados
9	9	0.016126245260238647	33967	7	0	argelinos		NEU	1	jovenes
0	0	0.46832749247550964	6500	8	0	argelinos		NEG	10	afectados
1	1	0.09921912848949432	32757	8	0	argelinos		NEG	9	perjudicados
2	2	0.07459457963705063	6642	8	0	argelinos		NEU	8	numerosos
3	3	0.032363541424274445	16344	8	0	argelinos		NEG	7	vulnerables
4	4	0.016873132437467575	38131	8	0	argelinos		NEU	6	beneficiados
5	5	0.015255937352776527	40360	8	0	argelinos		NEU	5	buscados
6	6	0.013861126266419888	9859	8	0	argelinos		NEG	4	pobres
7	7	0.011005135253071785	38520	8	0	argelinos		NEG	3	perseguidos
8	8	0.010344995185732841	48572	8	0	argelinos		NEG	2	castigados
9	9	0.01008292380720377	7478	8	0	argelinos		NEU	1	activos
0	0	0.3541410267353058	6500	9	0	argelinos		NEG	10	afectados
1	1	0.10232376307249069	32757	9	0	argelinos		NEG	9	perjudicados
2	2	0.04202239215373993	9859	9	0	argelinos		NEG	8	pobres
3	3	0.036794595420360565	16344	9	0	argelinos		NEG	7	vulnerables
4	4	0.027799565345048904	6642	9	0	argelinos		NEU	6	numerosos
5	5	0.0220479853451252	38131	9	0	argelinos		NEU	5	beneficiados
6	6	0.022043507546186447	7478	9	0	argelinos		NEU	4	activos
7	7	0.019277233630418777	10782	9	0	argelinos		NEU	3	ricos
8	8	0.01580253802239895	30107	9	0	argelinos		NEG	2	desfavorecidos
9	9	0.011187417432665825	28932	9	0	argelinos		POS	1	solidarios
0	0	0.21973367035388947	6500	10	0	argelinos		NEG	10	afectados
1	1	0.07954736053943634	6642	10	0	argelinos		NEU	9	numerosos
2	2	0.05720381438732147	40360	10	0	argelinos		NEU	8	buscados
3	3	0.043699946254491806	33928	10	0	argelinos		NEG	7	demandados
4	4	0.04342815279960632	24627	10	0	argelinos		NEU	6	solicitados
5	5	0.043394286185503006	32757	10	0	argelinos		NEG	5	perjudicados
6	6	0.0249176025390625	7478	10	0	argelinos		NEU	4	activos
7	7	0.02329854667186737	8452	10	0	argelinos		NEG	3	interesados
8	8	0.02296999655663967	38131	10	0	argelinos		NEU	2	beneficiados
9	9	0.020377226173877716	9131	10	0	argelinos		NEU	1	habituales
0	0	0.35648101568222046	5251	11	0	argelinos		POS	10	buenos
1	1	0.04664282128214836	44664	11	0	argelinos		POS	9	guapos
2	2	0.0436641164124012	7817	11	0	argelinos		NEG	8	malos
3	3	0.03245308995246887	10782	11	0	argelinos		POS	7	ricos
4	4	0.02352960966527462	21629	11	0	argelinos		NEU	6	listos
5	5	0.016296090558171272	39679	11	0	argelinos		POS	5	amables
6	6	0.01506858877837658	18293	11	0	argelinos		NEG	4	peligrosos
7	7	0.01504026260226965	27290	11	0	argelinos		NEU	3	parecidos
8	8	0.013792997226119041	1733	11	0	argelinos		NEG	2	grandes
9	9	0.013700663112103939	14661	11	0	argelinos		NEU	1	inteligentes
0	0	0.0679725781083107	32228	12	0	argelinos		NEG	10	cerdos
1	1	0.04523254185914993	16111	12	0	argelinos		NEG	9	santos
2	2	0.03748450428247452	21405	12	0	argelinos		NEG	8	ladrones
3	3	0.03251450136303902	48968	12	0	argelinos		NEG	7	chorizos
4	4	0.03232401981949806	5442	12	0	argelinos		NEG	6	artistas
5	5	0.031145349144935608	20185	12	0	argelinos		NEG	5	nazis
6	6	0.028214652091264725	20782	12	0	argelinos		NEG	4	asesinos
7	7	0.02554931864142418	24384	12	0	argelinos		NEG	3	salvajes
8	8	0.02088150382041931	47442	12	0	argelinos		NEG	2	bestias
9	9	0.01999419368803501	36396	12	0	argelinos		NEG	1	gilipollas
0	0	0.06201964244246483	1938	0	0	sudafricanos		POS	10	mejores
1	1	0.04723840579390526	9221	0	0	sudafricanos		POS	9	favoritos
2	2	0.029168393462896347	5251	0	0	sudafricanos		POS	8	buenos
3	3	0.02210470661520958	8444	0	0	sudafricanos		POS	7	superiores
4	4	0.021008262410759926	17634	0	0	sudafricanos		POS	6	campeones
5	5	0.015238645486533642	33974	0	0	sudafricanos		POS	5	fantásticos
6	6	0.01378678996115923	28172	0	0	sudafricanos		POS	4	geniales
7	7	0.012985470704734325	6959	0	0	sudafricanos		POS	3	fuertes
8	8	0.012711170129477978	467	0	0	sudafricanos		NEU	2	más
9	9	0.012549477629363537	1733	0	0	sudafricanos		POS	1	grandes
0	0	0.05841391906142235	13012	1	0	sudafricanos		POS	10	felices
1	1	0.033477433025836945	5251	1	0	sudafricanos		POS	9	buenos
2	2	0.023991286754608154	364	1	0	sudafricanos		NEU	8	los
3	3	0.02007080614566803	10782	1	0	sudafricanos		POS	7	ricos
4	4	0.017088698223233223	1938	1	0	sudafricanos		POS	6	mejores
5	5	0.01622498221695423	28172	1	0	sudafricanos		POS	5	geniales
6	6	0.011457101441919804	727	1	0	sudafricanos		NEU	4	muy
7	7	0.011364342644810677	5767	1	0	sudafricanos		NEU	3	asi
8	8	0.010914108715951443	7817	1	0	sudafricanos		NEG	2	malos
9	9	0.00991822313517332	14080	1	0	sudafricanos		POS	1	excelentes
0	0	0.05641140416264534	32228	2	0	sudafricanos		NEG	10	cerdos
1	1	0.04382419213652611	5442	2	0	sudafricanos		POS	9	artistas
2	2	0.04150663688778877	16111	2	0	sudafricanos		NEG	8	santos
3	3	0.03885927423834801	21405	2	0	sudafricanos		NEG	7	ladrones
4	4	0.038346052169799805	45220	2	0	sudafricanos		NEG	6	ignorantes
5	5	0.027553802356123924	36396	2	0	sudafricanos		NEG	5	gilipollas
6	6	0.02406305819749832	48316	2	0	sudafricanos		NEG	4	idiotas
7	7	0.023827597498893738	20782	2	0	sudafricanos		NEG	3	asesinos
8	8	0.020813463255763054	21815	2	0	sudafricanos		NEG	2	criminales
9	9	0.02053176239132881	41403	2	0	sudafricanos		POS	1	genios
0	0	0.06252837926149368	364	3	0	sudafricanos		NEG	10	los
1	1	0.04218074306845665	40224	3	0	sudafricanos		POS	9	bienvenidos
2	2	0.0364307276904583	7481	3	0	sudafricanos		NEU	8	inmigrantes
3	3	0.02377144619822502	10782	3	0	sudafricanos		POS	7	ricos
4	4	0.02289218083024025	12750	3	0	sudafricanos		NEG	6	ilegales
5	5	0.0211818628013134	467	3	0	sudafricanos		NEU	5	más
6	6	0.015671472996473312	9859	3	0	sudafricanos		NEG	4	pobres
7	7	0.015633532777428627	2134	3	0	sudafricanos		NEU	3	mayoría
8	8	0.013629335910081863	13012	3	0	sudafricanos		POS	2	felices
9	9	0.012050838209688663	727	3	0	sudafricanos		NEG	1	muy
0	0	0.050564009696245193	364	4	0	sudafricanos		NEU	10	los
1	1	0.03429663926362991	467	4	0	sudafricanos		POS	9	más
2	2	0.021698925644159317	13012	4	0	sudafricanos		POS	8	felices
3	3	0.019661350175738335	25396	4	0	sudafricanos		NEG	7	esclavos
4	4	0.016972992569208145	10782	4	0	sudafricanos		POS	6	ricos
5	5	0.016519932076334953	10940	4	0	sudafricanos		NEU	5	iguales
6	6	0.013354907743632793	727	4	0	sudafricanos		NEG	4	muy
7	7	0.013350018300116062	9859	4	0	sudafricanos		NEG	3	pobres
8	8	0.012801634147763252	7481	4	0	sudafricanos		NEU	2	inmigrantes
9	9	0.011912645772099495	784	4	0	sudafricanos		NEU	1	todos
0	0	0.06795335561037064	364	5	0	sudafricanos		NEU	10	los
1	1	0.044040974229574203	467	5	0	sudafricanos		NEU	9	más
2	2	0.03444066271185875	13012	5	0	sudafricanos		POS	8	felices
3	3	0.022632429376244545	727	5	0	sudafricanos		NEU	7	muy
4	4	0.018762782216072083	10782	5	0	sudafricanos		POS	6	ricos
5	5	0.015897143632173538	8349	5	0	sudafricanos		NEU	5	extranjeros
6	6	0.013273058459162712	40224	5	0	sudafricanos		POS	4	bienvenidos
7	7	0.013114620000123978	1581	5	0	sudafricanos		NEU	3	muchos
8	8	0.010390137322247028	313	5	0	sudafricanos		NEU	2	de
9	9	0.009976886212825775	5251	5	0	sudafricanos		POS	1	buenos
0	0	0.09199214726686478	10940	6	0	sudafricanos		NEG	10	iguales
1	1	0.04536234959959984	13012	6	0	sudafricanos		POS	9	felices
2	2	0.030008211731910706	13228	6	0	sudafricanos		NEG	8	negros
3	3	0.022314559668302536	5251	6	0	sudafricanos		POS	7	buenos
4	4	0.02151215821504593	40224	6	0	sudafricanos		POS	6	bienvenidos
5	5	0.02028983272612095	2656	6	0	sudafricanos		NEU	5	españoles
6	6	0.017998747527599335	974	6	0	sudafricanos		NEU	4	así
7	7	0.01796169951558113	11941	6	0	sudafricanos		NEU	3	blancos
8	8	0.014302239753305912	29710	6	0	sudafricanos		NEU	2	gays
9	9	0.013878184370696545	15615	6	0	sudafricanos		NEU	1	musulmanes
0	0	0.21010738611221313	6500	7	0	sudafricanos		NEG	10	afectados
1	1	0.06295411288738251	32757	7	0	sudafricanos		NEG	9	perjudicados
2	2	0.02749430574476719	38131	7	0	sudafricanos		NEU	8	beneficiados
3	3	0.02716706693172455	7478	7	0	sudafricanos		NEU	7	activos
4	4	0.026719339191913605	8452	7	0	sudafricanos		NEU	6	interesados
5	5	0.026138026267290115	13012	7	0	sudafricanos		POS	5	felices
6	6	0.022251470014452934	10782	7	0	sudafricanos		POS	4	ricos
7	7	0.01952097751200199	45663	7	0	sudafricanos		POS	3	exitosos
8	8	0.01640833169221878	9859	7	0	sudafricanos		NEG	2	pobres
9	9	0.015156525187194347	33967	7	0	sudafricanos		NEU	1	jovenes
0	0	0.35916733741760254	6500	8	0	sudafricanos		NEG	10	afectados
1	1	0.08262959867715836	6642	8	0	sudafricanos		NEU	9	numerosos
2	2	0.08204703032970428	32757	8	0	sudafricanos		NEG	8	perjudicados
3	3	0.03182481601834297	38131	8	0	sudafricanos		NEU	7	beneficiados
4	4	0.018616721034049988	16344	8	0	sudafricanos		NEU	6	vulnerables
5	5	0.01731657236814499	9859	8	0	sudafricanos		NEG	5	pobres
6	6	0.016040047630667686	7478	8	0	sudafricanos		NEU	4	activos
7	7	0.014068891294300556	40360	8	0	sudafricanos		NEU	3	buscados
8	8	0.0135613102465868	10782	8	0	sudafricanos		NEU	2	ricos
9	9	0.011929947882890701	30107	8	0	sudafricanos		NEG	1	desfavorecidos
0	0	0.2418287843465805	6500	9	0	sudafricanos		NEG	10	afectados
1	1	0.06259721517562866	32757	9	0	sudafricanos		NEG	9	perjudicados
2	2	0.05814677104353905	9859	9	0	sudafricanos		NEG	8	pobres
3	3	0.056387677788734436	10782	9	0	sudafricanos		POS	7	ricos
4	4	0.031113754957914352	7478	9	0	sudafricanos		NEU	6	activos
5	5	0.023995360359549522	16344	9	0	sudafricanos		NEG	5	vulnerables
6	6	0.01847248524427414	38131	9	0	sudafricanos		NEU	4	beneficiados
7	7	0.017808061093091965	13012	9	0	sudafricanos		POS	3	felices
8	8	0.015662062913179398	28932	9	0	sudafricanos		POS	2	solidarios
9	9	0.013510912656784058	35425	9	0	sudafricanos		POS	1	afortunados
0	0	0.13379745185375214	6500	10	0	sudafricanos		NEG	10	afectados
1	1	0.0719398483633995	6642	10	0	sudafricanos		NEU	9	numerosos
2	2	0.040578894317150116	40360	10	0	sudafricanos		NEU	8	buscados
3	3	0.036768097430467606	24627	10	0	sudafricanos		NEU	7	solicitados
4	4	0.034643955528736115	7478	10	0	sudafricanos		NEU	6	activos
5	5	0.03066987171769142	33928	10	0	sudafricanos		NEU	5	demandados
6	6	0.027210328727960587	32757	10	0	sudafricanos		NEG	4	perjudicados
7	7	0.022828612476587296	8452	10	0	sudafricanos		NEU	3	interesados
8	8	0.021552585065364838	5619	10	0	sudafricanos		NEU	2	populares
9	9	0.01924673095345497	38131	10	0	sudafricanos		NEU	1	beneficiados
0	0	0.45491933822631836	5251	11	0	sudafricanos		POS	10	buenos
1	1	0.039939034730196	6959	11	0	sudafricanos		NEU	9	fuertes
2	2	0.028874393552541733	18293	11	0	sudafricanos		NEG	8	peligrosos
3	3	0.026091713458299637	1733	11	0	sudafricanos		POS	7	grandes
4	4	0.025647837668657303	7817	11	0	sudafricanos		NEG	6	malos
5	5	0.02241513878107071	21629	11	0	sudafricanos		NEU	5	listos
6	6	0.013721884228289127	8444	11	0	sudafricanos		POS	4	superiores
7	7	0.013400400057435036	19208	11	0	sudafricanos		NEU	3	rápidos
8	8	0.01117037609219551	27290	11	0	sudafricanos		NEU	2	parecidos
9	9	0.011133461259305477	14661	11	0	sudafricanos		POS	1	inteligentes
0	0	0.07457932084798813	32228	12	0	sudafricanos		NEG	10	cerdos
1	1	0.046164222061634064	16111	12	0	sudafricanos		NEG	9	santos
2	2	0.0263752993196249	20185	12	0	sudafricanos		NEG	8	nazis
3	3	0.02539142780005932	20588	12	0	sudafricanos		NEG	7	locos
4	4	0.024675125256180763	5442	12	0	sudafricanos		POS	6	artistas
5	5	0.022178582847118378	24384	12	0	sudafricanos		NEG	5	salvajes
6	6	0.022013839334249496	48968	12	0	sudafricanos		NEG	4	chorizos
7	7	0.02175440452992916	36396	12	0	sudafricanos		NEG	3	gilipollas
8	8	0.02164185419678688	41403	12	0	sudafricanos		POS	2	genios
9	9	0.021533502265810966	28117	12	0	sudafricanos		NEG	1	lobos
0	0	0.09750161319971085	28172	0	0	chinos		POS	10	geniales
1	1	0.05399704724550247	5251	0	0	chinos		POS	9	buenos
2	2	0.03535483032464981	1938	0	0	chinos		POS	8	mejores
3	3	0.032115478068590164	28061	0	0	chinos		POS	7	maravillosos
4	4	0.027053551748394966	7817	0	0	chinos		NEG	6	malos
5	5	0.01783895306289196	10782	0	0	chinos		POS	5	ricos
6	6	0.016805455088615417	24579	0	0	chinos		NEG	4	tontos
7	7	0.014614144340157509	36396	0	0	chinos		NEG	3	gilipollas
8	8	0.012216542847454548	5767	0	0	chinos		NEG	2	asi
9	9	0.010935028083622456	34754	0	0	chinos		NEG	1	raros
0	0	0.053384870290756226	13012	1	0	chinos		POS	10	felices
1	1	0.04365210607647896	24579	1	0	chinos		NEG	9	tontos
2	2	0.03766525909304619	5251	1	0	chinos		POS	8	buenos
3	3	0.03391089290380478	28172	1	0	chinos		POS	7	geniales
4	4	0.02858404628932476	7817	1	0	chinos		NEG	6	malos
5	5	0.02703644335269928	10782	1	0	chinos		POS	5	ricos
6	6	0.026379495859146118	5767	1	0	chinos		NEU	4	asi
7	7	0.023728327825665474	36396	1	0	chinos		NEG	3	gilipollas
8	8	0.023442044854164124	48316	1	0	chinos		NEG	2	idiotas
9	9	0.02308856137096882	1938	1	0	chinos		POS	1	mejores
0	0	0.07019335776567459	32228	2	0	chinos		NEG	10	cerdos
